,text,label
505,yukk semangat nyelesaiin kerjaan nonton wkwkwk untung jaringan kantor lancarrr,0
506,kegiatan online apapun nyaman,0
507,sampai deposit transfer berhenti langganan november bener nggak niat refund yah cc,2
508,selasa produktif guys,2
509,sumpa kenapaa ak les,2
510,user ngerasa jaringannya lemot bgt gak si sumpah dr kemarin gue gak ngirim foto wa njir,2
511,beranjak dewasa tanggung berat yaaa beda remaja main- main tetep bersyukur tanggung berat internet urusan beres,0
512,aktivitasku asik semenjak,0
513,tolong baca dm kirim teknisi dirumah internetnya gak bisaaaa,2
514,alhamdulilah kerjaan selesai berkat,0
515,lemot bgt anj,2
516,mah lemot nder kwkwk,2
517,lemot bgt sih gue dr kemaren gabisa ngirim foto/video twitter wa tele gatau kalo sosmed gini gak sih,2
518,inspirasi resep nih browsing pake tinggal dicoba ja nih,0
519,permisiii knp error ya kerja nih bestii,2
520,lancar wfh nya kalo pake jaringan mah,0
521,aktivitas online ringan memakai jaringan,0
522,covid jauhi kerumunan tdk mendesak dirumah aja ya gaess ditemani tayangan tv harimu ngk sepi deh,0
523,nyari makan mudah cepat internet super ngebut ga bingung deh cari makan nya hehehe,0
524,jago mainnya krn lancar mabar terosss,0
525,coba langganan ah biar murah,0
526,lupa stretching warrior pergerakan tubuh fit,2
527,ngerjain wfh ku,0
528,biar semangat puter musik youtube jaringan,0
529,dri pagi jaringannya nggak terhubung gegara los nya kedip merah mulu udah reset modem teteo kedip merah,2
530,gue kenape aarrrggghhhh,2
531,selamat pagi rusak pagimu dgn mengeluh pagi yg keseharianmu semangat yg penuh semangat,2
532,semangat kerjaan numpuk ya kawan bersyukur ikhlas kunci yg kerjakan berkah setia menemani menuntaskan pekerjaan online km semoga harimu menyenangkan,0
533,yt w gabisa ya,2
534,sumpah lihat tiktok puding serasa bikin hehehe mumpung pakai lihat puding temani jaringan super kencang,0
535,wfh khawatir jaringan lelet,2
536,tunggu usee apps store apps store yuk coba nikmati beragam aplikasi hiburan apps store bikin seru,0
537,bikin kerjaanku mudah,0
538,tolong sinyal udh minggu lemot banget dm dibalesnya mention,2
539,kemarin lemot bgt laptop gue ya allah,2
540,yakali iseng banget ngeblock website cognitoform,2
541,tsel/ gangguan kah,2
542,stress banget lemot banget sih pas hujan asli gue gabisa ngapangapain tri rumah gue bar wkwkk tetep cepet,2
543,hayo sobat udah perbedaan teknologi g g jangan-jangan bingung ya kali mimin bahas topik intip penjelasannya yuk music sweet musician liqwyd,0
544,wfh menyenangkan pakai jaringan,0
545,serba cepat guys,0
546,guys jaringan internetnya kudu biar lancar searching nya,0
547,aktivitas apapun lancar,0
548,semangat kerja bareng yaa,0
549,internetan lancar ya guys,0
550,asli daritadi jelek bett jaringan ny,2
551,cerahnya bikin semangat menjalani,0
552,udah selasa aja nih jaga kesehatannya tetep semangat yaaa jalanin aktivitas,0
553,sumpahhh ganggu w streaming plis,2
554,keren bgtt,0
555,semangat gais cari apapun youtube bisaa bangeett,0
556,mantap makasih terbhaeeek koneksinya stabil,0
557,beres kerjaan kalo pakai,0
558,laporan wifi troubel,2
559,jelek ya,2
560,ngapain khawatir kalo wfh pake wfh ku lancar,0
561,beres kalo pokoknya,0
562,semangat kerjanya pake jaringan biar ga lelet,0
563,internetan lancar kerjaan lancar solusinya,0
564,apadah ilang ilangan,2
565,sore care pencabutan,2
566,makan siang hasil searching ojek online pake jaringan,0
567,bikin hati tenang beraktivitas,0
568,tolong kerja nya,2
569,mohon membutuhkan kekuatan indigo indiesunset menerjemahkan,2
570,asu masang wifi harian dancuk banget providernya,2
571,kerjaan selesai lancar jaringan,0
572,keren,0
573,kek kontol anjeng,2
574,internet error mulu,2
575,ngepet gangguan,2
576,kerjaan dirumah cepet beres,0
577,jg ya jaringannya,2
578,wfh nyaman cepet kelar,0
579,knp sii kemaren gabisa trs wifinya anjir,2
580,lemot stress preinstall slesainya abad,2
581,tolol ngeribetin mulu kerjaannya mahal gabecus tai,2
582,mantap,0
583,juancok error disaat,2
584,pln bikin capek doang emg,2
585,siang nyaman temani makan durian pake wifi gratisan connect sinyalnya ragukan,0
586,halo min wifi jaringan internetnya tolong cek dm min,2
587,lak pake soale buk,2
588,erorrrr,2
589,tag gmna,2
590,weh knp sih,2
591,siang tugas connect menemani lancar,0
592,ah iyaa lgi mendukung bgt,0
593,bingung nyalahin twitter,2
594,tsel emang jelek bgt sinyalnya kosan aja deh buka twt aja loadingnya banget,2
595,sore malang hujan gabisa anak deh,2
596,error ya streaming (,2
597,anjggg cowo gueee malahh loading,2
598,udah ku hina,2
599,ni ngapa si setan udh nunggu update gagal kali,2
600,rusak gak,2
601,error twitter,2
602,oh twitter kirain maap suujon,2
603,mjelek,2
604,tower kau ancurin,2
605,please fix your internet signal gue udah gak kuat banget,2
606,tolong bersahabat ya,2
607,internet kalo udah hujan deres,2
608,ya allah,2
609,gak macem-macem,2
610,geprek aja emang suka digeprek,2
611,woy lag banget gabisa refresh mentab,2
612,nih sih lemot banget dah ah,2
613,sih bikin kesel,2
614,monyet kebiasaan bgt kalo ujan langsung lemot,2
615,asu,2
616,error twt yg error,2
617,twitter kirain yg eror,2
618,anjing,2
619,ngapasih caper,2
620,jelek cuih,2
621,download kecepatan maksimal coba barlangganan rasakan sensasinya,2
622,lo knapa sintinggggg,2
623,lemot ya,2
624,deh,2
625,jelek,2
626,sialan tbtb ngelag,2
627,wifi lag bgt anjir,2
628,ngga direstuin diving jelek banget dahk lu,2
629,ngelag,2
630,horor,2
631,adaapa ku tolong cek,2
632,ya allah ngajak ribut pls,2
633,bayarnya internet kabel kak pilih,2
634,jleg bgt,2
635,kyk nya pln pulsa pdam tp cmiiw ya brader,2
636,internetan jam non stop emang,2
637,kebutuhan internet kebutuhan pelajar mahasiswa yuk nikmati internetan sepuasnya,0
638,tolong lelet yyy,2
639,anak,2
640,bayar diskon k,0
641,berhenti berlangganan gimana ya min,2
642,selamat siang berhenti berlangganan dibantu online terima kasih,2
643,bayar min,2
644,lemot e dungaren,2
645,semnjak pasang dirumah pengenx online ngemil sampe gak sadar klo berat badan,0
646,anj,2
647,kalo terlambat bayar dikenakan denda gak kalo dendanya ya,2
648,min jaringan rumah connect wa sore teknisi rumah dibatalkan min terima kasih,0
649,matiii,2
650,emang jaringannya g bagus kah,2
651,drama,2
652,koneksi internet lancar nyaman banget kerja main game mantap,0
653,lu ngethrottle steam ya ajg,2
654,dedikasi teknisi sf bener gercep,0
655,lupa sarapan biar semangat jalanin pake biar kerjaan lancar,0
656,goblok,2
657,ga permintaan nambah kecepatan mbps mbps tagihan gede piyee,2
658,kerja ayang saham lancar gaiss happy valentines,0
659,internet nya pake gak mengeluh tuh lancar sih,0
660,tolong wifi nya ngelag bgt anjir dipake ngegame,2
661,lgi si indigo nyari ribut mulu deh,2
662,lo ngeselin,2
663,selamat siang warna merah los,2
664,halo wifi dirumah barnya full tp no connection tolong ditindaklanjuti ya min thankyou,2
665,sumpah gangguan wasalam bgt,2
666,ya udah coba sesuai intruksi tdk mohon bantuannya min,2
667,goblok ngapain sih,2
668,pls jan lemot pas kek wktu jan skrg,2
669,nomor ganggungan jaringan makassar brp ya cari nomor google gak angkat,2
670,pls laaaa w cape,2
671,internet mati min,2
672,lag,2
673,hii ya udh coba sesuai intruksi dibawah ga tolong bantu terimakasih,2
674,sebenernya pake celana anak aja liat,2
675,gajelass,2
676,wtf happend to u gabisa maen dota,2
677,berulah guys nama yayan suryana nd internet nd voice berhenti langganan ruter diambil teknisi aja tagihan muncul meras wooy ( buka story nya ),2
678,why whyyyyyy,2
679,napose lemot kon,2
680,jg mz,2
681,kek tai,2
682,kabel kabel,2
683,gue lampu modemnya merah match ingame disconnect),2
684,doyan main ml tpi kek tai,2
685,gajelaaassssssssss,2
686,makasih lancar,0
687,ku los ya,2
688,use for a better experience,0
689,lemot parah,2
690,tai,2
691,kenape dah,2
692,sih internetnya kadang kadang ilang,2
693,knp lemot y,2
694,duh mengecewakan sih,2
695,pelayanannya mengecewakan,2
696,atv gak niatan berhentiin netron ape minimal wanda ralf,2
697,anjir,2
698,tolong kerjasamanya,2
699,lg anjir,2
700,keren bgt,0
701,ikutan nih lumayankan kalo menang,0
702,bagus aing ge pindah megapision,2
703,alhamdulillah neng surabaya berkat diangkat pns alhamdulillah rumah yk yg pake d,0
704,gilee jaringan lalot bgtt parahhh ihh,2
705,jelekkkkk bangeetttttt,2
706,ccd,2
707,kumat ngentot,2
708,sobat ragu bingung gabung aja sobat gampang banget loh,0
709,tanam buahan rumah ngsi wktu kuang disela kesibukan kerja untung oekerjaan selesai nanem buahan jg tutorial dr youtube biar berbuah manis,0
710,asu pinter asu ne,2
711,nih ya yg hobi nonton motogp udh ditonton lo spotv tv,0
712,halo sobat tips dicoba maksimal jaringan wifi aktivitas batas,0
713,bingsitt,0
714,kabel jaringan telkom kayaknya coba infoin kw telkom,2
715,bpjs kesehatan aja ya error disuruh restart router bpjs error disuruh clear cachetemplate ya bun,2
716,gini nih gak sahabatan buffering guys,2
717,ako lemot bgt,2
718,capek jd user,2
719,wow ya ldr an full jam gtu gak pake internet nya ngelag tuh,2
720,abis olahraga sarapan nasi goreng sarapan pagi nonton film hotstar pake biar mantap nontonnya,0
721,leweih ka kabel sih,2
722,streaming youtube lemot lagu an kerjaan beres semangat pejuang dunia maya untung internet lancar jaya,0
723,mu lemot ga pren,2
724,suka ngeluh karna kuota internet boros sedih jg klo lg bokek tp beli kuota mulu trus temen yg rekomendasiin pasang wifi aja gokil bener hemat internet lancar nyesel tau skrg ya,0
725,belajar english lg gengs langsung prakteknya gak prlu pake arti simple n mudah dimengerti lupa dsave ya pake jaringan gengs biar lancar downloadnya,0
726,sobat meningkatkan kecepatan internet bingung pilih add-on yuk simak perbedaan upgrade speed speed on demand biar nggak bingung deh pilih add-on,0
727,bingung internetmu loss merah nggak khawatir care kasih tau langkah-langkah mengatasi internet los merah,0
728,min makasih yaaa wfh ku lancar banget pake jaringan,0
729,tobat anjir,2
730,ya rumah beli kuota lemot banget pake wifi kalo gitu,2
731,jgn berulah pwis,2
732,ga ragu pake jaringan stabil kencang dijamin kegiatan belajar rumah aman terkendali,0
733,pakai jaringan lancar jaya aman terkendali mudah menjalani aktivitas sehari-hari,0
734,omg pls deh,2
735,awakening my violent impulses,2
736,jumat berkah semoga kerja lancar support jaringan stabil in,0
737,anjing lemot bgt,2
738,hai kak masyitoh terima kasih apresiasi baiknya menenami aktifitas kakak jaga kesehatan selamat menjalani aktifitas kak have a nice day ) -wanda,0
739,bingung makan siang pakai search ah ojek online nggak bingung cepet dapet inspirasi makan xixixi anyway semangat selasa,0
740,maap ya emang bau banget,2
741,middle finger,2
742,info wifi bagus,0
743,aneh banget najis,2
744,semangat jumat kelarin kerjaan biar weekend besok nyantai rumah pake,0
745,jumat berkah semoga kerja lancar support jaringan stabil tamb,0
746,sambut jumat pagi senyuman buka laptop sambungin jaringan aktivitas kerja,0
747,cek dm min urgent,2
748,cape banget gue jujur,2
749,semenjak berlangganan tv uda menikmati channel menarik tonton,0
750,suka banget nonton film disney untung disney hotstar koneksi nonton film seru gak mikir kuota internet habis nonton film rumah aja,0
751,tolong urgent bgt wifi mati dr pagi smp skrg dipakai lampu berkedip restart tlg ya yg sekolah meeting,2
752,yahh mas mas kemarin gada,2
753,ga pake kak,2
754,mahal lelet licik,2
755,selamat pagii semangat yakarena proses lika likunya yuk bangkitsemangat usaha istirahat main game online pakai jg,0
756,banget bgstttt buffering otak gue kaya pake internetan make,2
757,nyangkut dikabel wifi,2
758,sport today channel sea today bahas mandalika seru banget gak sih pastinya,2
759,min copot layanan udh ga yg pake mekanismenya gmna ya tq,2
760,kemarin ngelag banget nggak sih,2
761,wifi ga stabil gimana yg pake tpi putus mulu,2
762,kau knpasi,2
763,sih ya allah,2
764,hahaa plis bener bgt semoga gue ga main main kyk kmrin,2
765,informatif bangeeeettttt makasih,0
766,tolong ya gw kelass,2
767,selasa pagi butuh banget moodbooster kerja ditemenin dzikir favorite didukung jaringan lancar,0
768,tolong bantu down lokasi bandung,2
769,selamat pagi selasa lupa aktivitas batasmu,0
770,halo selamat pagi min min wifi eror ya router nyala kedip merah membayar tagihan,2
771,kak ngeleg kakkkkk,2
772,paaggiiii yuukk yuukkk yg hobi tiktokan hihihii lancar banget nih aq tiktokan internetnya pake,2
773,internet semalam mati min tolong solusinya butuh banget nih id,2
774,min cek dm mati semalem costumer care web offline,2
775,min internet ya,2
776,halo min tolong cek dm terima kasih,1
777,halo min cek dm,1
778,min mohon bantuannya knp kalo pake tdk connect cctv sdgkan kalo pake jaringan bisa,2
779,tolong nih gue make speed yg mbps udeh mulu kemaren orang udah nawarin rumah gue kalo tetep langganan tolong kerjasamanya gue pindah nih,2
780,siap min,1
781,mantap gan terimakasih,0
782,yg gamer gan,1
783,min help me internet jam internet ping speed bagus cuman jam internet,2
784,berarti mati nih min,2
785,jangan dimatiin dongg,2
786,ping ms ping server localhost terbaik dah semoga aman kedepannya,0
787,cek dm,1
788,dari kemarin ngantri doang min gak pergerakan samaskali,2
789,cek dm gan,1
790,halo tolong cek dm ya,1
791,kapan min krumahnya,2
792,hai kak notbersabda untuk registrasi dpt link atau berkenan jg dpt m,1
793,hai kak wahyuukzterima kasih ketertarikan anda layanan area anda cek tercakup jari,0
794,please cek dm min terkait kendala jaringan,2
795,tolong cek jaringan daerah sarua ciputat tangerang selatan krn connect,2
796,sampe kerumah wow,1
797,halo mohon infonya internet mati jam,2
798,udah dm yah mohon dicek,1
799,halo pemasangan gimana ya,0
800,aja jaringan gue bikin los gimana tolong kerjasama nya gue bayar kalo lu melayani konsumen mah kecewa gue jangan sampe gue pindah nih tolong respon gue urgent,2
801,tolong balas dm,1
802,ayodong lakukan perbaikan kmaren loh laporkan blm diperbaiki ganggu aktivitas bgtttttt kerjaaaaa kerjaaaa kerjaaaa,2
803,bgt responnya pengaduan kmaren sampe skrg blm perbaikan kzllllllll bgt ganggu bgt nggk ngerjain apa ayo cptan perbaiki,2
804,internet matii yah tolong cek dm,2
805,klo ping reply min situsnya aja gak id pelanggan dah dm,2
806,udah ketiga wifinya mati gimana,2
807,saia bilang anak muda,1
808,min nyepi bali mati ga,1
809,bikin dota gua abaddon hahaha,2
810,sama jugakk,1
811,dota update gmn recon recon valorant jg packet loss salah server salah,2
812,wifi id kisaran tergantung kecepatan kalo ga slaah mbps kalo an mbps tapii suka ngga cover areanya biaya pasanganya sejuta kalo ga salah itu aman unlimited ngga kaya indihomo,1
813,wkwk beralih langganan internet csnya bot susah jawabannya template,2
814,halo kakk daerah pondok tjandra sidoarjo error ya pingnya ms mulu,2
815,mjb ak jg pke tp kosan pke indihomo asuuuuu kesaalll,2
816,halo min nyala nyala ya sore udah dikasih tau call center gangguan t,2
817,halo min nyala nyala ya sore udah dikasih tau call center gangguan sampe nyala nyala,2
818,akhirnya pasang,0
819,gangguan ya,2
820,wkwk pascabayar asli mahal banget dah kek harga wifi papah pake kartu halo gue tau fee dibayar bulannya tapi emang enak sih gak ribet isi pulsa isi paket,0
821,internet dah dimatiin wifi yg,2
822,biasanya aja yg hidup,1
823,hai mimin senang puas layanan yuk ajakin tementemen biar aktivitas digital lancar ya thanks mng,0
824,terima kasih feedback respon cepat diberikan wifi normal kembali berharap terulang lagi karena puas salam sehat selalu terima kasih,0
825,perbulan nya brp ya kak,0
826,kapan ya hadir desaku kucinta,0
827,daerah sepatan masuk min,1
828,ahh pls lemotnya jgn jam segini deh daring nyebelin banget,2
829,komtol,2
830,gembel,2
831,ill say it sucks fase marah ga ngerjain kerjaan anjing lemot banget,2
832,yaampun babik,2
833,nyesel sih kalo ga nonton,0
834,bukan ekonomis jaringannya cmn dia tehtering hp gak stabil apalg zoom meeting klo cmn nonton bokep ya kali aja bisa harga aja beda tipis,0
835,password admin untuk semua tipe modem,1
836,udah mentok kyknya ya dari jaman cakupan area nya ga perkembangan,2
837,sih cihanjuang cuman lg deadline loss please cbnmyrep kesini,2
838,lo sadar kontolodon,2
839,hi terkait kendala layanan indikasi kendala bersamaan detail informasinya cek link ya trimsafn,1
840,alhamdulillah daerah rumahku internetnya aman aja nya udah ga gangguan sm udah ganti,0
841,infoo guys jaksel udah bener belom ya,1
842,downnya bangettt huft,1
843,hi mohon dm mimin id pelanggan mimin cek yadmr,1
844,gangguan mulu dah sekarang,2
845,kalo bole kelebihan dah bang,2
846,fyp provider internet dirumah ganti,2
847,pas dikasi kabar home buka promoan tarik kabel ya tentu saya berpaling koneksi stabil berkontribusi kestabilan emosi jg soalnya so far home terbaiq down time gara kabel pedot x resolve in less than h semua,2
848,sumpaah down mya banget ampe skrng blom beres beres beneran besok gw ngungsi nih kayaknya,2
849,gangguan kh,1
850,emang mending citranwt,1
851,ngomongin ini,1
852,emang parah w cs onlinenya ga kooperatif ga tau knp yg disalahin tetangga sebelah,2
853,buat yg dipelosok daya maunya yg cuman ya nasib kalo gangguan seharian,2
854,buset pagi ampe malem no internet gabisa akses internet samsek gimana nih,2
855,lahhh ko yaaa giliran ko sepi aja baeeeee,2
856,hmmm ga rame ya pdhal temen gue yg ngeluh nih,2
857,provider sampah,2
858,pengguna keluhkan google down tak bisa akses zoom,1
859,ga takut kena azab ya,1
860,yg nih masuk trending topic,1
861,bro what the hell,1
862,sulit percaya yg jd penyelamat outage seharian,2
863,baca komennya ngeri banget banget dirugikan gara,2
864,ayodong yg ngalamin keluhann speak up biar seruu,2
865,tuman lek mari udan mesti sinyal e ampas,2
866,jelek bangett gakuat,2
867,wah kaco banget pantes daritadi ngelag mulu,2
868,lemot ya,2
869,tunggu masuk depan langsung putusin dah wkwk,2
870,pengguna kayanya sial ya dibikin susah mulu,2
871,keseringan gangguan ga sih,2
872,argghhh stream,1
873,min nya lemot bgt ciracas jakarta timur dm donk asap,2
874,lg down,2
875,hari wifi sih tadi kantor indiehome lemot puol kos pake lelet,2
876,iya anjmau compe di tgg payan dr siang ga bs payah lah,2
877,sempet sempetnya down giliran tagihan aja full payment nih,2
878,musim ujian uhb sma jatim gangguan mulu kena rudal rasya,2
879,aswwwwwwwwwww kapan ini bener gw dah bener,2
880,iyaa bagus doang instlasi jutaan,2
881,anjg lemot,2
882,internet emang lg kaga gmn sih lu doang,1
883,promo menarik,0
884,rekomen tp lemot masaa,2
885,demi allah perang aja yuk,2
886,yaelah penyakit nyusahin orang nya ga sembuh njir,2
887,aneh aja maen genshin impact aja ga gayaan ekspansi,2
888,gak siii dm coba biar arahin temen,2
889,ungkap penyebab utama layanan internetnya down,2
890,fetish nya emang dirujak netizen deh,2
891,kalo gamers bagus pake provider sich mau beralih,0
892,tinggal nunggu aja melebarkan sayap pelosok gulung tikar dah,2
893,ini down aaaaamaaatttt yaaaaaaaaakkk,2
894,napa yaaa,1
895,rata bagus sekalinya jelek mati total,2
896,ganti aja sis satsetsatset manteppp,0
897,kaya kontol,2
898,udah pilihan bener emang pindah,2
899,banyak third party services diblock isp ini untung pindah,2
900,bandung pake tp cepet denger dr sepupu bagus apa iya reputasinya tergantung daerah tp kalo jakarta yg direkomen,1
901,bestie pindah aja kualitas oke harga oke,0
902,cok monmaap nih lg ngaco ngelag,2
903,sudah langganan cuma x lemot hujan lebat tapi sebentar aja selebihnya never complained asli sebagus itu but today beuuh hampir ndak percaya down gini but manusia ya,2
904,iya nih rusuh ya,2
905,lu knp si mengajak berantem kh,2
906,layanan internet dilaporkan down pengguna senin pagi wib pihak tanggapan gangguan ini,2
907,layanan dikeluhkan down ini penyebabnya,2
908,ingfo udah bener belom,1
909,kalo nge down besok gw ngungsi tlj kali yak wkwkwkw duh elaah jajan mulu nih ahahaha,1
910,di daerah gue blm tercover pdhal bagus,0
911,down provider ikutan lemot ya dirumah gw lemot sampe dah xl ikutan lemot,0
912,layanan internet dilaporkan down senin pagi pengguna mengeluh susah mengakses google streaming,2
913,info balikpapan semoga tinggal cepet tercover amin,0
914,ungkap penyebab layanan internet down hari ini senin maret,1
915,pagi ngelag anjir,2
916,kontol kaga nyalanyala memek,2
917,wth lemot parah drtd siang,2
918,taiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii lemot bgt anj,2
919,sejumlah pengguna mengeluhkan mengakses google sejenisnya mengonfirmasi gangguan apa penyebabnya,1
920,emang down liat tweet orang kaya gangguan anjir,2
921,menguji iman banget,1
922,hadeh pgn mukulin org yg pake,1
923,gembel emang nyuruh gak kerja gini,1
924,my wifi is finally working againnnn love u,0
925,duh ampun dah gue mah,1
926,min knp ni lag parah id,2
927,ini ngapa lemod bgt si,2
928,doooownnn yaampun kukira laptopku yg kentang taunya wifiku hadeh,2
929,tumbenan gangguan,2
930,bikin emosi sih min,2
931,koneksinya jelek parah bgttt,2
932,capek hati pakai baru langganan gangguan lebih trouble lancarnya sungguh kangen gig langganan trouble kali,2
933,saya pertanggungjawaban provider pelanggan internet yg gangguan berjamjam kali gangguan,2
934,benernya gak kerjaremote pc client pagi,2
935,halo gangguan koneksi bali resolve ya,1
936,seninsenin ngeluh gw garagara gw ngeluh twitter aja dah,2
937,trnyt nya gangguan link internasional,2
938,bantu cek internet ya id,1
939,negri tim perbaikan lanjut mohon maaf ketidaknyamanan ditimbulkan info dr skolahku td pke jg,0
940,oh kirain binzed,1
941,diinformasikan sesuai notifikasi senin maret mengalami kendala perangkat jaringan internasional mengakibatkan penurunan performansi layanan internet arah server internasional berdampak akses server,2
942,nah udah aman nih gokil gaperlu konfirm langsung dibenerin mari ngeyoutube,1
943,pasang sabtu kemarin down rese betttt,2
944,lg error ya,2
945,nape lemot bgt sih tumben,2
946,senin senin mabukk email numpuk lemot banget tumbenan,2
947,dh bayar mahal niehhh jan down napa anjj,2
948,oalahh down anjengg,2
949,halo udah sejam jaringan rto,2
950,lu lola banget tuhan,2
951,sudah hari internet mati dan tidak ada solusi dari teknisi datang mengganti router dan di set password baru tapi tidak diinfokan meresahkan,2
952,lo anjg bgt serius,2
953,normal,0
954,oh,1
955,ni aduhh,1
956,min tolong info ya pagi,0
957,koneksi internet gue loyo banget dah kecewa,2
958,karyawan monyet semua,2
959,internet dunia dah cuman tiktok ama wasap doang ajg apenih tugas gua gimana kumpulnya nya trouble kah mas gen manggis gimana mas,2
960,oh o terossss,1
961,katanya bermasalah server internasional server lokal kena dampak tapi browsing produk mobile app tokopedia lemot parah apa tokopedia pakai server non lokal,1
962,down pas closing gini oiiiiii,2
963,ayolah lagi wfh nih,1
964,min infonya kalo langganan sewabeli router,0
965,internet lambat,2
966,hari senin mendung brekele ini ceritanya disuru bobo kah,1
967,oh ampas ya pastes,2
968,soalnya kalo dipake terusan daily gt jd bizpak neng,2
969,gue ambil orbit backupan rumah dibawa kemana mana,0
970,yuk normal sinyalnya,0
971,aduh lemot banget pagi menghambat pekerjaan,2
972,halo halo nih,1
973,tumbenan wkwk,1
974,ampas banget gak gaweeee,2
975,yaallah maleh ngene,1
976,ok downnnn,2
977,sampe ya lemot,2
978,setengah jam download ginian doang gabisa huu,2
979,omg stress bgt ini byk kerjaan woy,2
980,seriously senin sih internet nya problem,2
981,lu jgn ngada gw kelassssssssszzzz,2
982,plis dah lemot xl gausa ikutan deh lu,2
983,anjeengg,2
984,ni gangguan yaelahhhh,2
985,lemot parah,2
986,begini layananmu puarah banget gak sesuai janji putus nyambung nonton filem buffering terus teknisi gak mengatasi masalah,2
987,apakah pengen libur ini,1
988,wifi kosan pake server kantor pake emang pertanda ga bole kerja,0
989,kapan bangkrut cacad bet gk niat bet,2
990,kantorkuh kenapaahhhhh,1
991,uda d rumah mati ga perbaikan,2
992,mon maap tlg lemot bgt td prak itmkg jd telat masuk zoom zzz,2
993,mo seharian gini downnya,2
994,ngentod lelet bgt,2
995,ini aku lagi war sjkdnfkjsnfik,1
996,halo knp koq internet connectionnya slow bgt ya klo buka google gmail,2
997,gangguan kah,1
998,kno sih nih lemot banget kerjaan gue terbengkalai semua buka google vs gofood cepetan gofood datengnya,2
999,tolong ngelag banget,2
1000,tumben jelek,2
1001,to be fair sebenernya relatif ok sebenernya sisi harga reliability dsb dibanding bbrp isp yg pern,0
1002,gentian angel banget connect google,2
1003,koncol,2
1004,tolong mati senin aja kek host meeting,1
1005,halo akses aplikasi home karna username passowrdnya gimana ya ka,0
1006,woi mahal doang pelayanannya sampah maksimal ngga di sosmed ngga chat live ngga ada yang bales tai,2
1007,are u kidding me,1
1008,gangguan ada kendala,2
1009,kaliini lemooooot bgt yaallah,2
1010,wtf,2
1011,kenapa gak bisa buka spreadsheet sih anjg,2
1012,bisanya kalo error nomor customer service nya tidak terdaftar gimana nih,1
1013,yang mikir coba pake mending jangan jauh pake errornya gak gak separah yang paling penting customer service yang bisa di hubungi,0
1014,lg gangguan saya internet tp yg gabsa connect,2
1015,anjritlah ini knp tb ngedrop,2
1016,jadi gitu sekarang udah gak peduliin keluhan bangsat,2
1017,ini cek speed bisa tpi buka google ga bisa ini yg down,2
1018,ngentot,2
1019,sumpaaaaaaaah mnt lg gue uprak taiiii gw lg dirumah lg sial bgt,2
1020,gangguan ga si,1
1021,belom stabil etdah,1
1022,googling aja gabisa anjriittttt kenapadaahh,2
1023,huft gak selemot lho buka apps lama ya,2
1024,ngapain o mulu pagi kerjaan keganggu ini,2
1025,error gimana si buka google aja lemot,2
1026,gak stabil kah,1
1027,min tolong diperiksa jalur internasionalnya seluruh layanan google via koneksi diakses,0
1028,kontol,2
1029,sucks ass now,2
1030,udah ya bentar lg gue uprak sumpah,2
1031,wkwkwkw nelpon cs jaringan sibuk byk org yg telp csnya utk complain,2
1032,udah yuk ngambeknya,0
1033,mati nyala mati nyala teros ya mantap bor,2
1034,niat revisian nyari sumber idiot~~,2
1035,weh lg knp yak connected tpi ko lemot,0
1036,lemot bgt dah orang lg kerja kuliah ganggu bgt,2
1037,jgn bilang gangguan lg dah,0
1038,lg jelek banget anjwing,2
1039,udah gak down bersyukur dah gak errornya apresiasi gak error seharian itung ngasih review bagus wkwk,0
1040,udah bisaaaaaaaaaaaaaa,0
1041,hah aku kira ku doang yang kek asu ginii,2
1042,masih belum bisa bobrok,2
1043,tolong ga seru banget gue gabisa buka photo anjir,2
1044,hallo internet wifi gk dipakai samsek sudah coba chat fitur live chatting kali chat missed tolong bales dm saya thanks,0
1045,min tolong respon tlpon nya toko ramai ga buka email sma ga proses orderan,0
1046,yaallah ngaco daritadi,2
1047,dafuq napa ni tai,2
1048,senin loh napasi gangguan,2
1049,sehat semua pekerja wfh remote bergantung padamu,0
1050,slmt siang no id pelanggan nama merita rostiati alamat jln nuri blok a no pondok pekayon indah bekasi melaporkan koneksi internet semalam ganguan utk buka email aja susah tolong dibantu,0
1051,gangguannya dipakai sosmed fb twitter ig,2
1052,down aja terus kontol,2
1053,kalo kecewa sebenernya harapan kalo normal ya kenceng kalo namanya dongkol karena emang udah ga harapan tau mati juga,0
1054,senin udah gangguan kerjaan,2
1055,tolol,2
1056,hadeh knp,1
1057,kenap sih lemot mulu heran,2
1058,lgi knpa njg,2
1059,woey kerjaan gw,1
1060,anjing anjing absen aja susahhh,2
1061,kuliah online gangguan dah,2
1062,lemot,2
1063,dimohon kerjasamanya,0
1064,kintil ujian error,2
1065,knp sih anjg berulah lg,2
1066,down kah kok nggak,1
1067,ni si lemot disconnect lapor disuruh restart doang hadehhhhhh,2
1068,sumpah dah aja tai nya kek bzzzzzzzzzzz no hope bgt isp indo,2
1069,tolong informasi yg sinyal wifi ini semoga cepat pulih,0
1070,min tolong banget lg zoom ulangan,1
1071,ya allah ampas,2
1072,jancok meh garap ulangan cokkk,2
1073,halo ya ini kerjaku terhambat hiks,2
1074,wilayah bandung gangguan kah,1
1075,kntol,2
1076,kntl,2
1077,napa lola senin,1
1078,pls lg ni anjc lemot bgt pls abis praktikummmm,2
